13.5+26.5i
42.5+17.5i
35.5+14.5i
7.5-6.5i
0.5+5.5i
7.5-6.5i
2.5+20.5i
21.5+45.5i
29.5+26.5i
13.5+25.5i
20.5+32.5i
-11.5+0.5i
-20.5+39.5i
35.5+5.5i
-11.5-69.5i
-35.5-25.5i
34.5-44.5i
2.5-4.5i
22.5+41.5i
31.5+13.5i
9.5-27.5i
-53.5-18.5i
-34.5+61.5i
-1.5+31.5i
-37.5-22.5i
-41.5-2.5i
2.5-4.5i
36.5-11.5i
46.5-39.5i
-0.5-26.5i
-21.5+23.5i
-5.5+23.5i
-18.5+14.5i
-22.5+31.5i
2.5+27.5i
15.5+0.5i
0.5-25.5i
-21.5-3.5i
-8.5-22.5i
-14.5-16.5i
22.5+27.5i
43.5+33.5i
-15.5+16.5i
-25.5+20.5i
23.5-25.5i
-2.5-35.5i
-22.5+25.5i
-38.5+21.5i
-48.5-15.5i
-46.5-24.5i
-15.5+20.5i
29.5+20.5i
-0.5-10.5i
-34.5-32.5i
-44.5-23.5i
-57.5+5.5i
-33.5+53.5i
-18.5+59.5i
-1.5+10.5i
-20.5-33.5i
-3.5+11.5i
16.5+0.5i
-8.5-5.5i
-3.5-18.5i
11.5-50.5i
-28.5-30.5i
4.5+31.5i
33.5+19.5i
12.5-21.5i
-6.5+12.5i
19.5+28.5i
-32.5+10.5i
-18.5+26.5i
-34.5-54.5i
-61.5-37.5i
-6.5-15.5i
23.5-6.5i
10.5-5.5i
-27.5-3.5i
-2.5+19.5i
39.5-7.5i
18.5-33.5i
-24.5+8.5i
-7.5+29.5i
-12.5+16.5i
2.5+0.5i
16.5-16.5i
25.5-19.5i
-11.5-10.5i
-3.5+41.5i
25.5+40.5i
54.5+24.5i
26.5-37.5i
-63.5-52.5i
-74.5+44.5i
29.5+48.5i
-3.5-4.5i
-2.5+38.5i
41.5-22.5i
-5.5-52.5i
7.5-7.5i
43.5-0.5i
-9.5-30.5i
-59.5+9.5i
9.5-2.5i
19.5-47.5i
3.5-34.5i
3.5+29.5i
34.5+7.5i
-8.5-44.5i
-24.5+12.5i
49.5+15.5i
49.5-41.5i
-4.5-33.5i
29.5-1.5i
37.5-19.5i
31.5-4.5i
34.5+2.5i
25.5+3.5i
17.5-8.5i
-9.5-25.5i
-17.5-16.5i
-7.5-27.5i
-32.5-8.5i
13.5+11.5i
31.5-13.5i
-4.5+12.5i
-0.5+3.5i
-36.5-16.5i
-28.5+3.5i
12.5+18.5i
24.5-10.5i
-40.5-12.5i
-24.5+26.5i
26.5-1.5i
32.5-47.5i
-18.5-15.5i
-5.5+4.5i
-27.5-24.5i
-16.5-19.5i
9.5-31.5i
18.5-3.5i
22.5+9.5i
28.5+9.5i
30.5+16.5i
38.5-6.5i
40.5-52.5i
10.5-55.5i
1.5+36.5i
25.5+34.5i
-50.5+21.5i
-25.5+48.5i
-12.5-19.5i
-27.5-15.5i
-22.5-30.5i
-27.5-21.5i
-0.5-8.5i
-14.5+9.5i
3.5+23.5i
19.5-3.5i
-11.5-8.5i
18.5+66.5i
79.5+17.5i
-22.5-39.5i
-42.5+34.5i
26.5+16.5i
1.5-32.5i
-29.5+2.5i
35.5+34.5i
22.5-28.5i
-24.5-10.5i
-6.5+4.5i
38.5-29.5i
19.5-65.5i
-34.5-14.5i
-30.5+26.5i
2.5+29.5i
-16.5-24.5i
-30.5-29.5i
18.5+0.5i
25.5-6.5i
0.5-28.5i
-23.5-3.5i
-8.5-11.5i
4.5+2.5i
-4.5-20.5i
-7.5-20.5i
7.5-11.5i
25.5+16.5i
30.5+9.5i
2.5-31.5i
-35.5-21.5i
-42.5+18.5i
1.5-7.5i
-16.5-29.5i
8.5-12.5i
20.5+19.5i
18.5+29.5i
-0.5+25.5i
3.5+46.5i
31.5-23.5i
-16.5-57.5i
-20.5+12.5i
5.5+10.5i
-18.5+30.5i
30.5+28.5i
45.5+6.5i
