-23.5+42.5i
-65.5+41.5i
-3.5-13.5i
90.5-48.5i
-34.5+75.5i
-30.5+122.5i
49.5-95.5i
11.5-127.5i
127.5+10.5i
78.5+127.5i
37.5-14.5i
4.5-70.5i
127.5+83.5i
-34.5-19.5i
-127.5-78.5i
-127.5-121.5i
-61.5-119.5i
-87.5+24.5i
29.5+61.5i
11.5-127.5i
9.5-108.5i
-76.5-37.5i
-19.5-110.5i
-110.5-8.5i
-19.5+3.5i
79.5+17.5i
77.5-15.5i
15.5+40.5i
67.5+62.5i
-44.5+126.5i
56.5+127.5i
-22.5-48.5i
42.5-62.5i
11.5-11.5i
68.5-22.5i
25.5+127.5i
43.5+71.5i
-11.5-8.5i
63.5-26.5i
57.5-127.5i
17.5-41.5i
-46.5-1.5i
9.5+53.5i
-23.5-67.5i
31.5-127.5i
127.5-76.5i
-14.5+45.5i
-92.5+104.5i
25.5+28.5i
62.5-55.5i
-73.5+35.5i
-19.5+127.5i
34.5+63.5i
-8.5-69.5i
-39.5-105.5i
0.5+15.5i
112.5+5.5i
90.5+71.5i
32.5+5.5i
56.5+24.5i
-127.5-127.5i
6.5-113.5i
112.5+77.5i
-73.5-92.5i
-8.5-45.5i
127.5+80.5i
74.5+62.5i
20.5-28.5i
-99.5-13.5i
-127.5+69.5i
-41.5+65.5i
53.5+65.5i
-13.5+127.5i
-43.5+97.5i
52.5+23.5i
103.5+25.5i
-34.5-127.5i
68.5+19.5i
36.5-120.5i
82.5-110.5i
127.5-125.5i
-69.5+9.5i
127.5+84.5i
-36.5+41.5i
72.5-44.5i
-52.5-127.5i
29.5+4.5i
-13.5+32.5i
104.5-5.5i
117.5-117.5i
112.5-90.5i
-103.5-70.5i
-21.5-125.5i
-11.5+14.5i
-47.5-123.5i
-58.5-27.5i
18.5-20.5i
-2.5+29.5i
-65.5-51.5i
-88.5+18.5i
36.5-58.5i
-53.5+69.5i
22.5+53.5i
66.5-127.5i
107.5+58.5i
127.5+90.5i
-95.5+94.5i
-96.5+39.5i
74.5-127.5i
33.5+3.5i
48.5-21.5i
32.5-36.5i
-28.5-55.5i
-55.5+112.5i
-127.5+127.5i
-31.5-77.5i
114.5-59.5i
96.5-44.5i
28.5-27.5i
-72.5+25.5i
-23.5-29.5i
70.5+56.5i
127.5-6.5i
-92.5+44.5i
-77.5+88.5i
-21.5-16.5i
113.5-81.5i
127.5+127.5i
127.5+31.5i
-127.5-125.5i
-127.5-104.5i
-33.5+4.5i
55.5+99.5i
55.5+115.5i
-62.5-40.5i
-127.5+40.5i
11.5-3.5i
20.5-9.5i
126.5-8.5i
-38.5+28.5i
71.5+65.5i
-40.5-127.5i
-91.5+109.5i
42.5-107.5i
-127.5-45.5i
96.5-30.5i
10.5+70.5i
-45.5+19.5i
-56.5-97.5i
-102.5-21.5i
-127.5-12.5i
-24.5-53.5i
104.5-77.5i
13.5+99.5i
-127.5+108.5i
-84.5+126.5i
-127.5-31.5i
15.5-48.5i
79.5-1.5i
-47.5-5.5i
46.5+62.5i
-53.5+127.5i
-37.5+127.5i
-83.5+127.5i
-56.5+76.5i
-65.5+73.5i
127.5+127.5i
127.5+14.5i
4.5-59.5i
70.5-109.5i
-95.5+48.5i
-127.5-33.5i
-24.5-28.5i
62.5-7.5i
-87.5-31.5i
-0.5-49.5i
59.5-127.5i
45.5-35.5i
-25.5-37.5i
5.5-127.5i
4.5-28.5i
2.5+6.5i
-77.5-125.5i
-127.5-48.5i
-8.5+20.5i
-78.5+3.5i
-124.5+19.5i
-90.5-112.5i
-16.5-28.5i
24.5+74.5i
17.5+122.5i
-30.5+108.5i
-50.5+16.5i
35.5-21.5i
-0.5+127.5i
84.5+127.5i
98.5+37.5i
98.5-48.5i
76.5+43.5i
127.5-53.5i
70.5+2.5i
-24.5+79.5i
82.5+53.5i
-110.5-73.5i
22.5+36.5i
82.5+119.5i
-83.5-20.5i
-23.5-40.5i
-1.5+9.5i
38.5-25.5i
118.5+83.5i
127.5+11.5i
-35.5-43.5i
56.5-48.5i
-6.5-48.5i
-65.5+127.5i
-1.5+41.5i
-83.5+49.5i
-39.5-61.5i
-125.5+2.5i
58.5+98.5i
45.5+41.5i
-51.5-3.5i
-31.5+73.5i
74.5+3.5i
19.5+62.5i
89.5-10.5i
51.5-0.5i
-1.5+44.5i
5.5+101.5i
62.5-13.5i
-8.5-103.5i
90.5+34.5i
-29.5+127.5i
2.5+10.5i
-34.5-16.5i
69.5+119.5i
32.5+47.5i
-127.5+34.5i
-25.5+16.5i
120.5-67.5i
86.5-2.5i
42.5-16.5i
-46.5+44.5i
-64.5+40.5i
-34.5+31.5i
-6.5-67.5i
-31.5+85.5i
72.5+97.5i
61.5+60.5i
115.5+42.5i
30.5-63.5i
76.5-20.5i
13.5+85.5i
-10.5-12.5i
41.5-45.5i
