5.5+1.5i
11.5+3.5i
-31.5-11.5i
0.5-20.5i
9.5-12.5i
1.5+11.5i
17.5-7.5i
10.5+17.5i
-15.5+45.5i
-32.5-6.5i
13.5+4.5i
-13.5-9.5i
-12.5-15.5i
3.5-12.5i
16.5-26.5i
0.5+12.5i
16.5+27.5i
-55.5+25.5i
-42.5-35.5i
-8.5-1.5i
-7.5-10.5i
-51.5-5.5i
-12.5+11.5i
-31.5-2.5i
-15.5+22.5i
17.5+0.5i
-11.5-8.5i
-0.5-5.5i
-11.5-16.5i
6.5-0.5i
-4.5+6.5i
-4.5+8.5i
13.5-7.5i
8.5+36.5i
-46.5+11.5i
-26.5-5.5i
-7.5-41.5i
39.5-31.5i
42.5+13.5i
-12.5-6.5i
22.5+28.5i
-20.5+33.5i
-16.5+4.5i
-12.5-1.5i
28.5+7.5i
-22.5+18.5i
-10.5-17.5i
28.5+32.5i
-11.5+1.5i
4.5-2.5i
13.5-12.5i
11.5+19.5i
-44.5+24.5i
-20.5-13.5i
29.5-26.5i
30.5-13.5i
27.5-3.5i
20.5+23.5i
-39.5+14.5i
18.5-45.5i
32.5+18.5i
3.5-17.5i
21.5+12.5i
-36.5-4.5i
-2.5+1.5i
-1.5+7.5i
20.5+7.5i
-11.5+7.5i
11.5-7.5i
-8.5+22.5i
-1.5+10.5i
-1.5+4.5i
-3.5+3.5i
-17.5-0.5i
2.5-12.5i
3.5+1.5i
-33.5-7.5i
-15.5-23.5i
-16.5-35.5i
37.5-19.5i
24.5+24.5i
-16.5+0.5i
-15.5-19.5i
37.5+7.5i
-24.5+18.5i
3.5-12.5i
-28.5+2.5i
18.5-24.5i
1.5+10.5i
16.5-9.5i
5.5+26.5i
-11.5+26.5i
-8.5+1.5i
-0.5-11.5i
-4.5-12.5i
4.5-8.5i
-27.5+5.5i
13.5-31.5i
41.5+25.5i
-22.5+5.5i
27.5+8.5i
-74.5+9.5i
2.5-71.5i
40.5+14.5i
-20.5+3.5i
29.5-23.5i
2.5+18.5i
-0.5-24.5i
41.5+6.5i
12.5+23.5i
1.5+30.5i
-45.5+6.5i
2.5-49.5i
46.5-0.5i
-10.5+28.5i
-0.5+2.5i
-1.5+40.5i
-40.5+10.5i
-4.5-42.5i
45.5+19.5i
-31.5+17.5i
1.5-1.5i
9.5-18.5i
3.5+6.5i
-21.5-11.5i
22.5-23.5i
-2.5+14.5i
-17.5-0.5i
-8.5-16.5i
-10.5-17.5i
15.5-14.5i
