8.5-80.5i
-0.5-37.5i
9.5-28.5i
18.5-14.5i
49.5-34.5i
32.5-35.5i
21.5+13.5i
36.5+66.5i
70.5+62.5i
43.5+6.5i
58.5+8.5i
39.5+17.5i
44.5+31.5i
18.5-10.5i
37.5-11.5i
-4.5-34.5i
-6.5+43.5i
21.5-12.5i
-19.5-15.5i
1.5+6.5i
-1.5+3.5i
-32.5+28.5i
-28.5+49.5i
2.5-17.5i
-30.5-16.5i
22.5+31.5i
6.5-10.5i
-13.5+4.5i
4.5+28.5i
64.5+84.5i
68.5+6.5i
8.5-51.5i
-16.5-23.5i
-18.5-12.5i
-4.5-61.5i
-73.5-59.5i
-21.5+37.5i
35.5-11.5i
-1.5-73.5i
40.5-40.5i
10.5-52.5i
-16.5-21.5i
27.5-1.5i
-13.5+3.5i
7.5+13.5i
-9.5-0.5i
24.5+15.5i
4.5+15.5i
-21.5+86.5i
-3.5+54.5i
-34.5+36.5i
-1.5+30.5i
28.5+54.5i
15.5+7.5i
-38.5+40.5i
-40.5+26.5i
44.5-3.5i
0.5-52.5i
-41.5-6.5i
-38.5-23.5i
-15.5+20.5i
30.5-28.5i
-8.5+12.5i
25.5-25.5i
-12.5-18.5i
-11.5-4.5i
36.5-25.5i
30.5-39.5i
49.5-8.5i
61.5-28.5i
35.5-1.5i
26.5-4.5i
3.5-11.5i
53.5-21.5i
15.5-19.5i
52.5-47.5i
9.5-47.5i
23.5+31.5i
43.5+18.5i
2.5-12.5i
35.5-5.5i
-15.5-52.5i
-32.5+16.5i
-26.5+36.5i
29.5+11.5i
24.5-5.5i
5.5-22.5i
-18.5-40.5i
-37.5-23.5i
-30.5-41.5i
-40.5-15.5i
12.5+35.5i
40.5-5.5i
-24.5-46.5i
-32.5+1.5i
81.5+6.5i
-3.5-54.5i
-27.5+45.5i
-15.5+30.5i
-11.5+7.5i
-3.5+5.5i
-55.5+2.5i
-47.5-17.5i
-30.5-27.5i
23.5-10.5i
46.5+10.5i
67.5+33.5i
55.5-36.5i
-11.5+0.5i
-11.5+25.5i
38.5+7.5i
10.5+0.5i
-15.5-16.5i
-1.5-11.5i
48.5-27.5i
31.5-45.5i
34.5+1.5i
14.5-13.5i
-45.5+19.5i
-18.5+66.5i
-10.5+1.5i
-1.5+36.5i
0.5+6.5i
-41.5-25.5i
-56.5+54.5i
-16.5+3.5i
3.5-25.5i
21.5-21.5i
13.5+5.5i
-1.5-9.5i
27.5-7.5i
28.5+4.5i
-9.5-0.5i
3.5+7.5i
51.5+15.5i
-35.5-4.5i
-40.5+76.5i
8.5+54.5i
-39.5+52.5i
-53.5+57.5i
-5.5+34.5i
-31.5-3.5i
-48.5+2.5i
-9.5+1.5i
-4.5-31.5i
-40.5-33.5i
-6.5+34.5i
55.5+6.5i
25.5-75.5i
4.5-40.5i
5.5-20.5i
-1.5+17.5i
26.5+1.5i
1.5+14.5i
24.5+32.5i
20.5+2.5i
6.5+11.5i
-2.5+48.5i
-6.5+71.5i
48.5+29.5i
-45.5+20.5i
19.5+22.5i
5.5-72.5i
-26.5-21.5i
-12.5-21.5i
32.5-17.5i
7.5-48.5i
-20.5-38.5i
-53.5+10.5i
-1.5+45.5i
8.5+22.5i
-37.5-46.5i
-19.5-15.5i
14.5-47.5i
-9.5-26.5i
4.5-10.5i
-10.5-23.5i
-4.5-10.5i
10.5+8.5i
4.5+3.5i
16.5+14.5i
10.5-28.5i
-7.5-3.5i
-15.5-9.5i
-37.5+27.5i
6.5+43.5i
40.5+25.5i
-21.5+1.5i
-46.5+53.5i
15.5+13.5i
-37.5-39.5i
-29.5+12.5i
9.5-35.5i
-13.5-44.5i
-20.5+3.5i
-5.5+13.5i
-23.5-10.5i
-26.5-40.5i
-24.5-22.5i
3.5-7.5i
-22.5-19.5i
26.5-24.5i
40.5-58.5i
22.5-21.5i
47.5-1.5i
25.5-54.5i
-17.5-35.5i
-41.5+20.5i
19.5-0.5i
-3.5-46.5i
-2.5-15.5i
35.5-8.5i
28.5-21.5i
20.5-6.5i
54.5+22.5i
24.5+20.5i
24.5+55.5i
75.5-13.5i
-29.5-11.5i
-8.5+23.5i
20.5-3.5i
2.5-21.5i
-16.5-2.5i
58.5+47.5i
28.5-23.5i
-11.5-3.5i
2.5-9.5i
-31.5-38.5i
-86.5-19.5i
-67.5+3.5i
-40.5-18.5i
1.5-17.5i
46.5-0.5i
81.5-8.5i
71.5-3.5i
93.5-36.5i
36.5-61.5i
7.5-35.5i
-5.5-31.5i
-74.5-36.5i
-92.5+39.5i
25.5+27.5i
-26.5-2.5i
-83.5+44.5i
-41.5+66.5i
-48.5-40.5i
-76.5-21.5i
-48.5+23.5i
-11.5+15.5i
30.5-22.5i
15.5-45.5i
-12.5-11.5i
13.5+41.5i
53.5-5.5i
49.5-44.5i
-40.5-52.5i
-14.5+66.5i
49.5+22.5i
50.5-36.5i
33.5-94.5i
17.5-30.5i
-21.5-20.5i
-29.5+63.5i
36.5+50.5i
15.5-56.5i
-72.5-48.5i
9.5-6.5i
12.5-56.5i
-92.5-3.5i
-83.5+49.5i
-72.5+17.5i
-18.5+10.5i
-16.5-27.5i
-13.5+47.5i
38.5-27.5i
15.5-39.5i
10.5-29.5i
-2.5-41.5i
21.5+1.5i
33.5+9.5i
10.5-4.5i
15.5+18.5i
-8.5+30.5i
-11.5+11.5i
-38.5+1.5i
39.5+5.5i
17.5-28.5i
-33.5+39.5i
-21.5+11.5i
-10.5+20.5i
12.5+23.5i
54.5+2.5i
23.5-30.5i
-31.5-25.5i
17.5+12.5i
86.5-47.5i
-5.5-36.5i
-9.5+23.5i
12.5+9.5i
-15.5+39.5i
-26.5+17.5i
-82.5+36.5i
-18.5+53.5i
-6.5-20.5i
-71.5-15.5i
9.5+28.5i
25.5+5.5i
14.5+35.5i
6.5+4.5i
-15.5+5.5i
-8.5+6.5i
0.5-27.5i
-32.5+7.5i
4.5+32.5i
3.5+0.5i
-33.5+26.5i
-39.5-16.5i
-16.5-52.5i
-22.5-52.5i
-30.5+23.5i
8.5+50.5i
0.5+21.5i
6.5-0.5i
-6.5-3.5i
-7.5+42.5i
-21.5+27.5i
-9.5+23.5i
-20.5+35.5i
-9.5+24.5i
-4.5+14.5i
-54.5-24.5i
-93.5+46.5i
-51.5+80.5i
23.5+63.5i
48.5+5.5i
42.5+28.5i
24.5+33.5i
12.5-7.5i
-27.5-73.5i
-44.5+2.5i
-29.5+32.5i
12.5+2.5i
33.5-17.5i
-3.5-13.5i
-48.5-43.5i
-66.5+7.5i
-35.5+30.5i
-48.5-15.5i
-67.5-20.5i
-38.5-4.5i
-17.5-20.5i
-27.5-3.5i
-24.5+8.5i
40.5-46.5i
-4.5-69.5i
-36.5-2.5i
-25.5+7.5i
-74.5+3.5i
-37.5+27.5i
-35.5+36.5i
2.5+38.5i
10.5+7.5i
-9.5-1.5i
24.5+27.5i
11.5-37.5i
-21.5-24.5i
-9.5+33.5i
38.5+11.5i
-8.5-13.5i
-22.5+14.5i
-19.5+42.5i
35.5+18.5i
3.5-59.5i
-51.5-53.5i
-19.5-14.5i
1.5-7.5i
18.5-4.5i
-45.5+3.5i
-51.5+47.5i
-28.5+0.5i
7.5-13.5i
-11.5+18.5i
-29.5+33.5i
1.5+78.5i
47.5+9.5i
2.5-6.5i
-27.5-3.5i
-69.5+15.5i
-24.5+27.5i
-1.5-17.5i
-64.5+7.5i
11.5+66.5i
46.5+12.5i
10.5-5.5i
-29.5+8.5i
-45.5+22.5i
-50.5+17.5i
-1.5+16.5i
34.5+16.5i
24.5-13.5i
7.5-8.5i
-15.5-55.5i
-64.5-14.5i
9.5+72.5i
95.5-17.5i
40.5-4.5i
-22.5+5.5i
-18.5+65.5i
-4.5+60.5i
18.5+29.5i
-65.5+22.5i
0.5+48.5i
-4.5+3.5i
-25.5+35.5i
4.5+43.5i
25.5+3.5i
29.5-17.5i
41.5-8.5i
5.5-46.5i
-26.5-43.5i
18.5-6.5i
40.5+19.5i
105.5-11.5i
-17.5-16.5i
12.5+13.5i
-7.5-4.5i
21.5+66.5i
73.5+64.5i
52.5+4.5i
-17.5-40.5i
-55.5+10.5i
5.5+62.5i
6.5+32.5i
-35.5-0.5i
-71.5-24.5i
-44.5+14.5i
9.5+14.5i
27.5-43.5i
23.5-22.5i
47.5-13.5i
38.5-44.5i
-1.5-49.5i
-41.5+6.5i
-5.5+18.5i
-27.5-42.5i
-34.5-2.5i
1.5+3.5i
21.5+49.5i
24.5+18.5i
-4.5-32.5i
-36.5-2.5i
-24.5+48.5i
26.5+20.5i
0.5-85.5i
-38.5-36.5i
-21.5-13.5i
3.5-22.5i
-48.5-20.5i
-62.5+60.5i
6.5+49.5i
14.5+1.5i
-13.5+1.5i
-6.5+49.5i
-15.5+10.5i
3.5+31.5i
39.5+30.5i
66.5-0.5i
73.5-29.5i
-20.5+14.5i
-35.5+32.5i
-38.5+17.5i
41.5+5.5i
63.5-77.5i
-0.5-44.5i
9.5-11.5i
38.5+10.5i
7.5+17.5i
-59.5-4.5i
-54.5-12.5i
-15.5-13.5i
25.5-32.5i
-40.5-52.5i
-41.5-31.5i
35.5-40.5i
14.5-40.5i
0.5-79.5i
-62.5+28.5i
5.5+47.5i
1.5-54.5i
-63.5-52.5i
-64.5-45.5i
-50.5+19.5i
30.5+0.5i
43.5-34.5i
25.5-48.5i
-32.5-11.5i
-13.5+19.5i
-4.5+6.5i
-16.5-16.5i
-58.5-27.5i
-14.5+9.5i
-22.5-2.5i
-42.5+29.5i
-16.5+35.5i
-29.5+17.5i
-1.5+7.5i
-10.5-28.5i
-22.5-24.5i
-17.5-6.5i
-13.5-18.5i
20.5+14.5i
5.5+20.5i
-26.5+23.5i
-47.5+2.5i
-80.5+47.5i
-35.5+33.5i
-48.5+13.5i
-37.5+18.5i
-22.5+2.5i
15.5+22.5i
-8.5-30.5i
5.5+7.5i
-58.5+47.5i
30.5+71.5i
29.5-92.5i
-19.5-20.5i
72.5-15.5i
3.5-35.5i
-54.5+1.5i
-48.5+46.5i
-42.5+26.5i
15.5+35.5i
-5.5-33.5i
-61.5+19.5i
-25.5+30.5i
28.5-6.5i
17.5-15.5i
-19.5+35.5i
7.5+16.5i
-22.5-24.5i
-20.5+38.5i
26.5+28.5i
35.5-54.5i
-14.5-25.5i
0.5-15.5i
-18.5+25.5i
16.5-39.5i
-35.5-46.5i
-12.5-21.5i
45.5-28.5i
-3.5-42.5i
-41.5-35.5i
-49.5+19.5i
59.5-24.5i
-22.5-25.5i
-23.5+23.5i
0.5+28.5i
54.5+19.5i
3.5+26.5i
35.5+89.5i
65.5+34.5i
57.5-9.5i
-14.5+18.5i
-16.5+23.5i
-26.5+45.5i
-24.5+3.5i
22.5-2.5i
-37.5-28.5i
-14.5+27.5i
56.5-26.5i
42.5-22.5i
27.5+3.5i
-2.5-57.5i
-45.5-57.5i
-59.5-45.5i
-21.5+19.5i
62.5-30.5i
-5.5-73.5i
-41.5+11.5i
-2.5+52.5i
63.5-5.5i
28.5-15.5i
-11.5-5.5i
1.5+33.5i
-7.5-35.5i
-66.5+1.5i
-5.5+15.5i
7.5+40.5i
42.5+88.5i
54.5+40.5i
-3.5-0.5i
-16.5-32.5i
-32.5-39.5i
-46.5+28.5i
-10.5+24.5i
-0.5-43.5i
-1.5-7.5i
54.5+28.5i
36.5-48.5i
-29.5-38.5i
-35.5-59.5i
-24.5-11.5i
-5.5+3.5i
-18.5-10.5i
-2.5+0.5i
31.5-2.5i
-42.5+71.5i
2.5+90.5i
42.5+23.5i
-9.5-46.5i
-62.5+53.5i
41.5+45.5i
-1.5-56.5i
-90.5+14.5i
-21.5+57.5i
13.5-9.5i
-28.5+15.5i
-41.5+59.5i
-10.5+42.5i
-25.5+38.5i
-11.5+20.5i
-66.5-20.5i
-35.5+9.5i
-23.5+20.5i
17.5+13.5i
-64.5-50.5i
-81.5+37.5i
-45.5+4.5i
-60.5+53.5i
18.5+53.5i
-10.5-34.5i
-37.5-14.5i
-26.5-29.5i
-30.5-45.5i
-62.5+27.5i
-17.5+28.5i
-35.5-6.5i
22.5+19.5i
20.5+12.5i
-25.5+1.5i
-23.5+11.5i
12.5+19.5i
3.5-48.5i
-8.5+13.5i
74.5-9.5i
-6.5-56.5i
21.5-5.5i
51.5-44.5i
35.5-39.5i
44.5-45.5i
51.5-31.5i
50.5-15.5i
41.5-13.5i
34.5-19.5i
39.5-0.5i
12.5+11.5i
-19.5+1.5i
-14.5-1.5i
9.5+7.5i
6.5-32.5i
-11.5-0.5i
13.5+13.5i
21.5-24.5i
-35.5-15.5i
26.5-35.5i
12.5-15.5i
37.5+30.5i
22.5+16.5i
32.5+60.5i
32.5+6.5i
-22.5+29.5i
-25.5+54.5i
6.5+37.5i
22.5+5.5i
15.5-0.5i
25.5+19.5i
75.5-1.5i
18.5+6.5i
13.5+40.5i
-6.5+26.5i
-6.5+40.5i
36.5+53.5i
31.5-39.5i
-16.5-17.5i
17.5-18.5i
-26.5-64.5i
-42.5+0.5i
-12.5-39.5i
-20.5-45.5i
-5.5-21.5i
29.5-24.5i
11.5-24.5i
-1.5-40.5i
-13.5+4.5i
25.5+15.5i
8.5-52.5i
-127.5-29.5i
-60.5+42.5i
-12.5+2.5i
-28.5-20.5i
-6.5-14.5i
40.5-2.5i
49.5-53.5i
-14.5-5.5i
-8.5+10.5i
0.5-2.5i
21.5-1.5i
-4.5+5.5i
13.5+48.5i
70.5+32.5i
38.5-18.5i
0.5-51.5i
-4.5-4.5i
45.5+8.5i
18.5+9.5i
-39.5-24.5i
-36.5+18.5i
33.5+30.5i
-0.5-6.5i
-12.5-17.5i
-13.5-6.5i
-24.5-48.5i
-81.5+31.5i
-8.5+19.5i
-1.5-37.5i
-9.5+1.5i
23.5-4.5i
-24.5+14.5i
0.5+19.5i
-0.5-1.5i
6.5-5.5i
15.5-10.5i
-25.5-7.5i
-10.5-1.5i
-15.5-38.5i
9.5-7.5i
-10.5-47.5i
-37.5+1.5i
-5.5+25.5i
-13.5-18.5i
-40.5-1.5i
-11.5-32.5i
-34.5-20.5i
24.5+38.5i
49.5+51.5i
1.5+19.5i
33.5-1.5i
-25.5-57.5i
-17.5+31.5i
22.5-10.5i
-9.5-56.5i
-9.5-26.5i
-44.5-26.5i
-96.5+44.5i
-66.5+95.5i
15.5+39.5i
20.5-67.5i
-4.5-69.5i
-9.5-41.5i
16.5-24.5i
3.5-6.5i
25.5+3.5i
28.5+6.5i
40.5+78.5i
102.5+43.5i
-19.5-9.5i
