474000000,59.811579,17.633707,-3.836418107046647,19071
594000000,59.811579,17.633707,-20.88873298536082,18748
626000000,59.811579,17.633707,-5.207720147151592,16057
474000000,59.790928,17.648167,-9.220343965319602,19071
594000000,59.790928,17.648167,-30.74303571314373,18748
626000000,59.790928,17.648167,-10.84941096809905,16057
626000000,59.842722,17.688751,-1.023122469367797,16057
594000000,59.842722,17.688751,-23.26484330740989,18748
474000000,59.842722,17.688751,-2.431029642549043,19071
474000000,59.85249,17.648743,-3.566812070944392,19071
594000000,59.85249,17.648743,-27.16218147886585,18748
626000000,59.85249,17.648743,-3.391347937978009,16057
626000000,59.851914,17.601647,-2.589589377411901,16057
594000000,59.851914,17.601647,-0.0001767742080478617,18748
474000000,59.851914,17.601647,-0.4971614823412532,19071
474000000,59.84498,17.751733,-1.404920051569364e-05,19071
594000000,59.84498,17.751733,-31.29998332485724,18748
626000000,59.84498,17.751733,-0.0002646163717282851,16057
594000000,59.84498,17.751733,-31.29998332485724,18748
626000000,59.84498,17.751733,-0.0002646163717282851,16057
626000000,59.84498,17.751733,-0.0002646163717282851,16057
594000000,59.84498,17.751733,-31.29998332485724,18748
626000000,59.84498,17.751733,-0.0002646163717282851,16057
626000000,59.84498,17.751733,-0.0002646163717282851,16057
626000000,0,0,-33.04815279819852,16057
626000000,0,0,-28.74934803159025,16057
626000000,0,0,-23.73938548832786,16057
626000000,0,0,-17.85882217850457,16057
626000000,0,0,-23.48946159428636,16057
626000000,0,0,-16.9630146468968,16057
626000000,0,0,-17.10643982141629,16057
626000000,0,0,-17.10643982141629,16057
626000000,0,0,-31.06555712840564,16057
626000000,0,0,-30.89701592125327,16057
