-23.5-55.5i
-45.5-69.5i
54.5+6.5i
51.5+18.5i
-52.5+34.5i
-30.5-28.5i
-2.5-96.5i
68.5-20.5i
100.5-3.5i
98.5+71.5i
127.5+24.5i
46.5-43.5i
-9.5-30.5i
52.5-40.5i
46.5-127.5i
-55.5-7.5i
81.5+39.5i
54.5-24.5i
-0.5+25.5i
-7.5+62.5i
66.5-23.5i
23.5-73.5i
35.5+9.5i
49.5-17.5i
-23.5-48.5i
-48.5-33.5i
-127.5-7.5i
-102.5+77.5i
7.5-46.5i
2.5+43.5i
127.5+127.5i
30.5+0.5i
-85.5-6.5i
-10.5-55.5i
-27.5-49.5i
-73.5+5.5i
-89.5+29.5i
-13.5-6.5i
37.5-70.5i
40.5-90.5i
5.5-53.5i
34.5+62.5i
66.5+44.5i
-34.5-12.5i
-77.5-12.5i
-59.5+16.5i
-20.5+40.5i
-4.5+8.5i
40.5-64.5i
52.5-81.5i
114.5-12.5i
65.5-35.5i
-47.5-16.5i
-46.5-4.5i
5.5-66.5i
-24.5-37.5i
35.5-9.5i
-8.5-45.5i
20.5+6.5i
95.5+14.5i
95.5+31.5i
39.5+44.5i
19.5+22.5i
3.5-29.5i
0.5+5.5i
23.5+63.5i
64.5+62.5i
79.5+38.5i
75.5+30.5i
64.5+75.5i
46.5+51.5i
-24.5+30.5i
-11.5+33.5i
36.5+34.5i
38.5+31.5i
6.5+54.5i
36.5-25.5i
15.5-126.5i
-35.5-110.5i
-58.5+22.5i
-30.5-18.5i
-42.5-84.5i
33.5-72.5i
116.5+9.5i
85.5+4.5i
-19.5-2.5i
6.5+4.5i
55.5+4.5i
76.5-18.5i
17.5-44.5i
41.5-0.5i
48.5-13.5i
-73.5-3.5i
-111.5+47.5i
-48.5+40.5i
14.5+4.5i
-15.5-78.5i
-46.5-91.5i
48.5-51.5i
125.5-90.5i
14.5-39.5i
80.5+68.5i
127.5+17.5i
33.5+26.5i
-9.5+71.5i
19.5-23.5i
-16.5-94.5i
-3.5-54.5i
-8.5-77.5i
18.5-47.5i
58.5-71.5i
49.5+28.5i
67.5+33.5i
-16.5+31.5i
-15.5+63.5i
28.5+17.5i
-3.5-6.5i
23.5+39.5i
25.5+90.5i
51.5+44.5i
8.5-44.5i
44.5-31.5i
111.5-5.5i
46.5-44.5i
-28.5-15.5i
18.5-49.5i
14.5+10.5i
33.5+90.5i
-15.5+83.5i
-44.5+66.5i
-109.5+55.5i
-103.5+110.5i
-82.5+25.5i
-51.5-20.5i
13.5-44.5i
62.5+18.5i
85.5+44.5i
7.5+41.5i
-6.5+11.5i
-38.5-74.5i
23.5-47.5i
26.5-63.5i
27.5-0.5i
94.5-28.5i
67.5+7.5i
54.5+84.5i
-18.5+35.5i
-52.5-19.5i
14.5-6.5i
81.5+14.5i
-42.5-25.5i
-118.5-5.5i
-42.5-34.5i
-88.5+11.5i
-116.5+104.5i
-87.5+68.5i
-46.5+26.5i
10.5+104.5i
60.5+68.5i
-30.5+56.5i
79.5+83.5i
32.5+73.5i
2.5+127.5i
24.5+101.5i
